,Total_Associations,Positive_WithinGenus,Negative_WithinGenus,Positive_WithinFamily,Negative_WithinFamily,Positive_WithinOrder,Negative_WithinOrder,Positive_WithinClass,Negative_WithinClass,Positive_WithinPhylum,Negative_WithinPhylum,Positive_OutsidePhylum,Negative_OutsidePhylum
926,292,8.0,0.0,26,0.0,86,3.0,0.0,0.0,49,1.0,115,4.0
927,292,3.0,0.0,19,1.0,70,1.0,1.0,0.0,47,1.0,144,5.0
928,292,9.0,2.0,26,1.0,61,2.0,0.0,0.0,63,1.0,125,2.0
929,292,6.0,1.0,17,2.0,68,0.0,3.0,0.0,49,1.0,141,4.0
930,292,13.0,0.0,25,0.0,83,2.0,0.0,0.0,43,4.0,120,2.0
931,292,8.0,0.0,24,0.0,67,1.0,1.0,0.0,59,0.0,125,7.0
932,292,7.0,0.0,21,0.0,68,1.0,1.0,0.0,56,2.0,131,5.0
933,292,9.0,0.0,26,1.0,72,2.0,1.0,0.0,56,3.0,120,2.0
934,292,6.0,0.0,26,0.0,88,1.0,0.0,0.0,49,3.0,115,4.0
935,292,6.0,0.0,26,0.0,76,1.0,2.0,0.0,45,3.0,129,4.0
936,292,9.0,0.0,20,0.0,69,5.0,0.0,0.0,47,0.0,139,3.0
937,292,10.0,1.0,21,0.0,63,3.0,0.0,0.0,54,2.0,136,2.0
938,292,7.0,1.0,24,0.0,71,2.0,0.0,0.0,65,1.0,117,4.0
939,292,10.0,0.0,26,0.0,65,2.0,1.0,0.0,51,2.0,131,4.0
940,292,11.0,0.0,14,1.0,80,1.0,0.0,0.0,55,4.0,124,2.0
941,292,9.0,0.0,25,1.0,70,3.0,1.0,0.0,47,1.0,132,3.0
942,292,12.0,1.0,27,0.0,74,0.0,1.0,0.0,35,1.0,135,6.0
943,292,7.0,0.0,28,1.0,82,1.0,0.0,0.0,56,1.0,111,5.0
944,292,11.0,0.0,28,0.0,78,4.0,0.0,0.0,41,0.0,126,4.0
945,292,6.0,0.0,24,0.0,67,2.0,1.0,0.0,50,1.0,136,5.0
946,292,5.0,0.0,22,0.0,81,2.0,0.0,0.0,48,3.0,128,3.0
947,292,5.0,1.0,27,0.0,74,4.0,0.0,0.0,38,1.0,140,2.0
948,292,4.0,0.0,30,1.0,72,3.0,0.0,0.0,56,0.0,122,4.0
949,292,10.0,0.0,30,1.0,74,0.0,0.0,0.0,58,0.0,112,7.0
950,292,10.0,0.0,34,0.0,78,5.0,0.0,0.0,50,0.0,112,3.0
951,292,14.0,0.0,18,0.0,77,3.0,1.0,0.0,56,2.0,118,3.0
952,292,9.0,0.0,17,2.0,82,3.0,0.0,0.0,44,1.0,132,2.0
953,292,10.0,2.0,29,0.0,71,2.0,0.0,0.0,33,2.0,141,2.0
954,292,8.0,1.0,20,1.0,76,2.0,0.0,0.0,63,2.0,117,2.0
955,292,9.0,1.0,21,0.0,83,1.0,0.0,0.0,43,1.0,128,5.0
956,292,6.0,0.0,21,1.0,74,2.0,0.0,0.0,37,4.0,146,1.0
957,292,7.0,0.0,29,0.0,62,1.0,0.0,0.0,62,0.0,124,7.0
958,292,7.0,1.0,24,0.0,84,3.0,0.0,0.0,51,1.0,118,3.0
959,292,9.0,0.0,25,1.0,65,1.0,0.0,0.0,47,4.0,138,2.0
960,292,9.0,0.0,26,0.0,71,3.0,0.0,0.0,58,2.0,120,3.0
961,292,8.0,0.0,26,1.0,84,2.0,0.0,0.0,47,1.0,119,4.0
962,292,5.0,1.0,24,2.0,76,0.0,1.0,0.0,55,0.0,123,5.0
963,292,10.0,0.0,30,0.0,68,2.0,2.0,0.0,51,1.0,123,5.0
964,292,6.0,1.0,30,0.0,72,5.0,0.0,0.0,46,1.0,130,1.0
965,292,8.0,0.0,22,0.0,78,2.0,0.0,0.0,55,2.0,121,4.0
966,292,9.0,0.0,19,0.0,72,3.0,0.0,0.0,57,0.0,127,5.0
967,292,10.0,0.0,26,2.0,68,1.0,0.0,0.0,56,3.0,124,2.0
968,292,17.0,0.0,21,1.0,57,2.0,0.0,0.0,45,1.0,144,4.0
969,292,10.0,0.0,24,1.0,67,4.0,0.0,0.0,49,1.0,134,2.0
970,292,6.0,0.0,27,2.0,75,3.0,0.0,0.0,52,3.0,124,0.0
971,292,7.0,0.0,25,0.0,72,2.0,0.0,0.0,53,4.0,127,2.0
972,292,8.0,0.0,25,0.0,71,1.0,0.0,0.0,42,1.0,138,6.0
973,292,8.0,0.0,20,2.0,62,2.0,0.0,0.0,64,2.0,130,2.0
974,292,12.0,0.0,17,1.0,74,1.0,0.0,0.0,45,0.0,136,6.0
975,292,12.0,0.0,19,0.0,67,4.0,0.0,0.0,51,2.0,135,2.0
976,292,12.0,0.0,25,0.0,68,2.0,0.0,0.0,59,2.0,120,4.0
977,292,5.0,0.0,23,2.0,82,1.0,0.0,0.0,50,2.0,124,3.0
978,292,5.0,0.0,28,1.0,66,3.0,0.0,0.0,52,1.0,133,3.0
979,292,9.0,1.0,28,0.0,72,1.0,0.0,0.0,54,4.0,121,2.0
980,292,5.0,0.0,23,0.0,86,2.0,0.0,0.0,50,0.0,120,6.0
981,292,9.0,0.0,23,1.0,75,2.0,0.0,0.0,47,2.0,130,3.0
982,292,13.0,1.0,24,1.0,82,4.0,0.0,0.0,46,1.0,119,1.0
983,292,14.0,0.0,18,3.0,74,1.0,1.0,0.0,56,2.0,121,2.0
984,292,8.0,0.0,32,0.0,78,1.0,0.0,0.0,44,3.0,122,4.0
985,292,9.0,0.0,20,1.0,70,2.0,1.0,0.0,54,1.0,130,4.0
986,292,7.0,0.0,20,2.0,69,2.0,1.0,0.0,51,3.0,136,1.0
987,292,8.0,1.0,30,0.0,61,5.0,0.0,0.0,57,1.0,128,1.0
988,292,6.0,0.0,30,0.0,63,2.0,0.0,0.0,51,1.0,134,5.0
989,292,9.0,0.0,28,1.0,69,1.0,0.0,0.0,55,1.0,123,5.0
990,292,10.0,0.0,22,0.0,73,1.0,0.0,0.0,48,2.0,131,5.0
991,292,8.0,0.0,31,0.0,73,3.0,0.0,0.0,50,1.0,122,4.0
992,292,8.0,0.0,19,1.0,77,0.0,1.0,0.0,57,4.0,122,3.0
993,292,5.0,0.0,22,2.0,69,1.0,1.0,0.0,44,2.0,143,3.0
994,292,6.0,0.0,25,1.0,70,1.0,1.0,0.0,43,2.0,139,4.0
995,292,8.0,0.0,27,0.0,65,2.0,0.0,0.0,54,5.0,130,1.0
996,292,12.0,0.0,21,0.0,62,4.0,0.0,0.0,56,0.0,133,4.0
997,292,10.0,1.0,30,0.0,69,5.0,0.0,0.0,52,1.0,123,1.0
998,292,8.0,0.0,17,0.0,78,2.0,0.0,0.0,60,1.0,121,5.0
999,292,11.0,0.0,27,1.0,70,2.0,0.0,0.0,44,2.0,132,3.0
